pr_number,created_date,time_to_first_review_sec,time_to_approval_sec,time_to_merge_sec,was_merged
62542,2025-10-06T07:27:10Z,199,0,8,1
62540,2025-10-06T05:31:15Z,,,,0
62539,2025-10-06T02:42:09Z,,,,0
62538,2025-10-06T01:56:46Z,33836,0,1,1
62537,2025-10-05T21:20:10Z,803,367,68,1
62536,2025-10-05T20:50:25Z,402,0,396,1
62535,2025-10-05T20:37:25Z,,,,0
62534,2025-10-05T18:29:11Z,37,941,47,1
62533,2025-10-05T18:09:09Z,58,659,239,1
62532,2025-10-05T16:58:16Z,,,,0
62531,2025-10-05T16:41:35Z,,,,0
62526,2025-10-05T15:14:25Z,,,,1
62525,2025-10-05T11:03:06Z,,,,1
62524,2025-10-05T10:45:26Z,384,34528,20,1
62523,2025-10-05T10:31:35Z,6745,0,171,1
62522,2025-10-05T09:04:54Z,,,,0
62521,2025-10-05T06:23:57Z,1482,1653,1258,1
62518,2025-10-04T19:21:17Z,,,,0
62517,2025-10-04T17:43:25Z,13836,8839,1340,1
62516,2025-10-04T17:18:56Z,873,0,72,1
62514,2025-10-04T16:17:04Z,,,,0
62513,2025-10-04T15:55:13Z,,,,0
62512,2025-10-04T15:30:12Z,1217,14344,588,1
62511,2025-10-04T14:10:46Z,,,,0
62510,2025-10-04T14:03:29Z,61,0,95,1
62508,2025-10-04T12:06:02Z,1201,,,0
62507,2025-10-04T11:56:06Z,,,,0
62506,2025-10-04T11:08:25Z,,,,0
62505,2025-10-04T10:09:46Z,,,,0
62504,2025-10-04T09:57:29Z,,,,0
62502,2025-10-04T06:33:46Z,,,,0
62501,2025-10-04T03:01:44Z,5451,0,9944,1
62500,2025-10-04T02:14:04Z,503,0,361,1
62499,2025-10-04T00:37:39Z,11,0,1876,1
62498,2025-10-03T23:40:17Z,,,,0
62496,2025-10-03T22:43:27Z,,,,0
62495,2025-10-03T22:31:05Z,25,3596,61,1
62493,2025-10-03T20:58:59Z,139,0,1154,1
62492,2025-10-03T19:30:53Z,3923,0,11064,1
62491,2025-10-03T19:03:52Z,,,,0
62490,2025-10-03T18:41:32Z,6905,0,859,1
62485,2025-10-03T16:19:07Z,,,,0
62483,2025-10-03T13:51:14Z,9,105,1,1
62482,2025-10-03T13:38:13Z,,,,0
62481,2025-10-03T13:06:53Z,8,34,395,1
62478,2025-10-03T10:16:37Z,220,0,15,1
62477,2025-10-03T10:14:31Z,382,0,5346,1
62476,2025-10-03T10:03:38Z,,,,0
62475,2025-10-03T09:58:54Z,,,,0
62474,2025-10-03T09:40:17Z,75,0,309,1
62473,2025-10-03T09:29:33Z,61,0,45,1
62469,2025-10-03T06:21:59Z,130,,,0
62468,2025-10-03T04:15:58Z,,,,0
62466,2025-10-02T20:12:02Z,80,409,0,1
62465,2025-10-02T19:00:30Z,185,40038,1285,1
62464,2025-10-02T18:10:25Z,20109,0,1340,1
62462,2025-10-02T14:19:31Z,1150,0,256,1
62461,2025-10-02T11:26:15Z,218,0,1046,1
62460,2025-10-02T10:10:42Z,67,1275,467,1
62459,2025-10-02T09:07:31Z,5575,0,215,1
62458,2025-10-02T06:42:58Z,10613,7271,1398,1
62457,2025-10-01T22:36:18Z,164,0,183,1
62455,2025-10-01T21:56:36Z,,,,0
62454,2025-10-01T21:48:34Z,,,,0
62453,2025-10-01T21:27:13Z,12826,0,13233,1
62451,2025-10-01T19:25:58Z,58,0,12,1
62450,2025-10-01T18:51:34Z,90,1321,67,1
62449,2025-10-01T18:02:33Z,,,,0
62448,2025-10-01T17:44:11Z,174,0,813,1
62446,2025-10-01T15:02:59Z,10040,37531,466,1
62445,2025-10-01T14:50:08Z,,,,0
62444,2025-10-01T13:19:28Z,22,177,158,1
62443,2025-10-01T12:26:36Z,143,0,9,1
62442,2025-10-01T11:46:35Z,97,,,0
62440,2025-10-01T09:04:03Z,155,3019,3803,1
62439,2025-10-01T07:15:51Z,95,0,1519,1
62438,2025-10-01T07:02:11Z,,,,0
62436,2025-10-01T05:16:20Z,,,,0
62433,2025-10-01T01:04:56Z,6,0,561,1
62432,2025-09-30T21:49:27Z,398,0,252,1
62426,2025-09-30T16:15:43Z,,,,0
62424,2025-09-30T15:20:44Z,279,0,5,1
62423,2025-09-30T15:03:01Z,,,,0
62422,2025-09-30T14:32:25Z,,,,0
62421,2025-09-30T14:24:56Z,,,,0
62420,2025-09-30T12:44:04Z,185,21319,8574,1
62418,2025-09-30T11:32:00Z,106,9048,22655,1
62417,2025-09-30T08:06:17Z,15,2156,135,1
62416,2025-09-30T07:22:52Z,6,0,286,1
62414,2025-09-29T18:14:52Z,852,548,23,1
62413,2025-09-29T16:51:02Z,52,4,5328,1
62412,2025-09-29T16:23:25Z,12,0,58,1
62410,2025-09-29T12:27:09Z,92,0,10,1
62407,2025-09-29T09:01:05Z,44,0,160,1
62405,2025-09-29T07:57:31Z,108,0,83,1
62404,2025-09-29T07:17:01Z,136,0,232,1
62403,2025-09-28T17:41:58Z,,,,0
62401,2025-09-27T19:38:00Z,,,,0
62400,2025-09-27T19:31:14Z,12580,0,3955,1
62399,2025-09-27T19:23:04Z,45904,,,0
62397,2025-09-27T15:22:00Z,,,,0
62396,2025-09-27T15:20:11Z,,,,0
62395,2025-09-27T13:26:18Z,,,,1
62394,2025-09-27T08:32:04Z,,,,0
62393,2025-09-27T07:55:01Z,3249,0,4449,1
62392,2025-09-27T06:58:43Z,24344,0,0,1
62391,2025-09-27T06:56:06Z,24347,0,0,1
62390,2025-09-27T05:48:49Z,70,0,446,1
62389,2025-09-27T01:04:11Z,2,0,232,1
62388,2025-09-27T00:41:41Z,,,,0
62385,2025-09-26T20:22:17Z,705,0,314,1
62383,2025-09-26T17:54:50Z,76,0,35,1
62382,2025-09-26T16:48:10Z,111,0,30,1
62379,2025-09-26T12:46:16Z,,,,0
62378,2025-09-26T10:16:19Z,26,0,32,1
62377,2025-09-26T09:50:41Z,16,32,16,1
62369,2025-09-25T23:43:24Z,3,0,272,1
62367,2025-09-25T17:13:56Z,3733,1835,800,1
62364,2025-09-25T12:51:42Z,11478,366,3580,1
62363,2025-09-25T12:25:54Z,,,,0
62362,2025-09-25T12:15:12Z,,,,0
62361,2025-09-25T12:09:52Z,,,,0
62360,2025-09-25T11:23:19Z,,,,0
62359,2025-09-25T10:21:56Z,50,0,88,1
62358,2025-09-25T09:28:07Z,,,,0
62357,2025-09-25T09:12:40Z,9,52,4,1
62356,2025-09-25T08:43:04Z,38,0,34,1
62355,2025-09-25T08:39:35Z,365,6853,266,1
62354,2025-09-25T08:05:03Z,,,,0
62353,2025-09-25T07:55:10Z,9,0,28,1
62350,2025-09-24T20:45:54Z,,,,0
62349,2025-09-24T20:02:35Z,,,,0
62347,2025-09-24T19:09:27Z,,,,0
62345,2025-09-24T12:26:36Z,145,0,910,1
62344,2025-09-24T11:18:14Z,9556,1087,946,1
62339,2025-09-24T08:58:16Z,169,0,3,1
62333,2025-09-23T18:57:42Z,,,,0
62332,2025-09-23T15:24:29Z,59,0,3,1
62331,2025-09-23T15:20:12Z,54,0,115,1
62330,2025-09-23T14:26:14Z,11,0,1009,1
62329,2025-09-23T14:14:00Z,1,0,28,1
62327,2025-09-23T13:10:28Z,21,0,21,1
62326,2025-09-23T12:41:59Z,,,,0
62325,2025-09-23T12:33:41Z,21,63,96,1
62324,2025-09-23T11:51:18Z,12,0,48,1
62322,2025-09-23T11:42:31Z,2743,2032,44,1
62319,2025-09-23T00:16:10Z,3,0,406,1
62318,2025-09-22T20:56:34Z,74,,,0
62317,2025-09-22T20:41:40Z,183,0,315,1
62316,2025-09-22T19:10:46Z,,,,0
62314,2025-09-22T16:23:17Z,15,0,23,1
62313,2025-09-22T15:58:46Z,513,3323,361,1
62312,2025-09-22T15:34:50Z,65,0,69,1
62311,2025-09-22T15:19:35Z,10,0,102,1
62310,2025-09-22T14:58:10Z,264,0,3995,1
62309,2025-09-22T13:57:07Z,18,0,28,1
62308,2025-09-22T13:29:24Z,11,0,16,1
62306,2025-09-22T12:26:25Z,116,0,1169,1
62305,2025-09-22T10:53:45Z,200,0,28,1
62304,2025-09-22T10:34:00Z,,,,0
62302,2025-09-22T03:57:15Z,372,0,59,1
62301,2025-09-21T23:38:57Z,456,0,139,1
62300,2025-09-21T23:38:19Z,1895,0,214,1
62299,2025-09-21T21:41:51Z,,,,0
62298,2025-09-21T21:37:35Z,,,,0
62297,2025-09-21T20:08:13Z,682,35,136,1
62296,2025-09-21T19:57:04Z,679,,,0
62295,2025-09-21T19:23:01Z,17,0,85,1
62289,2025-09-21T15:59:00Z,1352,15425,520,1
62288,2025-09-21T15:11:37Z,,,,0
62287,2025-09-21T11:26:27Z,,,,0
62283,2025-09-20T23:36:54Z,427,0,506,1
62282,2025-09-20T12:12:01Z,138,65,138,1
62281,2025-09-19T21:42:04Z,,,,0
62279,2025-09-19T20:21:46Z,,,,0
62277,2025-09-19T16:01:18Z,20,0,35,1
62276,2025-09-19T15:27:55Z,,,,0
62275,2025-09-19T14:20:10Z,128,0,67,1
62274,2025-09-19T14:02:47Z,216,0,0,1
62273,2025-09-19T13:05:39Z,174,0,13,1
62272,2025-09-19T13:03:44Z,32,11,3916,1
62271,2025-09-19T10:18:02Z,8402,0,88,1
62270,2025-09-19T07:01:26Z,19,184,4465,1
62269,2025-09-18T23:02:09Z,837,0,5669,1
62268,2025-09-18T22:47:01Z,1308,0,1,1
62267,2025-09-18T22:33:51Z,400,0,165,1
62266,2025-09-18T21:53:40Z,10787,4172,4604,1
62265,2025-09-18T19:17:42Z,655,66,27,1
62264,2025-09-18T19:01:28Z,1097,6,4112,1
62263,2025-09-18T17:32:44Z,156,902,388,1
62262,2025-09-18T17:17:26Z,86,0,1080,1
62261,2025-09-18T16:44:10Z,132,0,1068,1
62260,2025-09-18T16:41:36Z,918,0,48,1
62259,2025-09-18T16:30:52Z,1140,0,75,1
62258,2025-09-18T16:13:17Z,1159,0,74,1
62257,2025-09-18T11:13:35Z,,,,0
62255,2025-09-18T10:56:53Z,1372,88,4554,1
62253,2025-09-18T09:48:10Z,7080,13389,1011,1
62252,2025-09-18T09:46:30Z,17,139,1306,1
62251,2025-09-18T02:03:59Z,,,,0
62250,2025-09-17T22:23:26Z,,,,0
62249,2025-09-17T22:22:21Z,,,,0
62248,2025-09-17T17:29:40Z,18,817,6229,1
62245,2025-09-17T14:50:39Z,,,,0
62244,2025-09-17T14:33:26Z,,,,0
62243,2025-09-17T14:22:52Z,37522,22709,87,1
62242,2025-09-17T12:27:08Z,89,0,85,1
62241,2025-09-17T08:28:39Z,90,,,0
62240,2025-09-17T06:51:28Z,37,622,20965,1
62238,2025-09-17T05:40:15Z,24,,,0
62237,2025-09-17T03:18:10Z,206,,,0
62236,2025-09-17T02:04:37Z,20291,17851,342,1
62235,2025-09-16T21:34:54Z,4262,0,217,1
62234,2025-09-16T15:32:22Z,46,0,1628,1
62233,2025-09-16T15:31:56Z,14210,,,0
62232,2025-09-15T23:41:57Z,461,1443,7670,1
62231,2025-09-15T19:50:52Z,,,,0
62230,2025-09-15T18:16:29Z,90,,,0
62228,2025-09-15T16:05:29Z,11619,33162,9297,1
62227,2025-09-15T15:39:56Z,10012,1028,504,1
62226,2025-09-15T14:35:10Z,10145,3746,5980,1
62225,2025-09-15T13:42:50Z,101,287,615,1
62224,2025-09-15T13:22:28Z,,,,0
62223,2025-09-15T12:36:12Z,,,,0
62221,2025-09-15T12:26:25Z,23,0,70,1
62220,2025-09-15T11:10:24Z,1162,0,,0
62219,2025-09-15T09:54:29Z,25029,,,0
62217,2025-09-15T03:33:37Z,18,0,1837,1
62216,2025-09-14T21:37:04Z,735,6041,335,1
62215,2025-09-14T19:29:32Z,,,,0
62214,2025-09-14T18:34:25Z,105,0,451,1
62212,2025-09-14T14:54:50Z,42585,0,0,1
62209,2025-09-14T07:27:19Z,11,,,0
62208,2025-09-14T07:11:01Z,7881,0,340,1
62207,2025-09-14T00:28:14Z,224,0,183,1
62205,2025-09-13T21:02:20Z,,,,0
62204,2025-09-13T20:24:19Z,,,,0
62203,2025-09-13T20:02:47Z,686,17195,0,1
62202,2025-09-13T16:49:06Z,239,0,629,1
62201,2025-09-13T16:14:35Z,5554,29000,68,1
62198,2025-09-13T14:53:34Z,12940,3933,381,1
62196,2025-09-13T12:24:41Z,,,,0
62195,2025-09-13T12:11:42Z,,,,0
62194,2025-09-13T08:14:46Z,,,,0
62193,2025-09-13T07:37:45Z,,,,0
62191,2025-09-12T21:35:55Z,3849,3845,629,1
62190,2025-09-12T21:16:50Z,3730,318,174,1
62189,2025-09-12T20:31:14Z,9538,4263,1273,1
62188,2025-09-12T19:20:15Z,17661,10672,1816,1
62186,2025-09-12T15:32:03Z,73,0,4,1
62185,2025-09-12T15:24:01Z,45,0,248,1
62182,2025-09-12T14:32:38Z,5359,0,404,1
62181,2025-09-12T12:37:18Z,20185,14233,111,1
62180,2025-09-12T12:00:21Z,,,,0
62179,2025-09-12T11:28:03Z,4741,0,800,1
62178,2025-09-12T11:00:53Z,35920,0,706,1
62177,2025-09-12T10:11:57Z,4571,0,966,1
62174,2025-09-12T08:04:08Z,,,,0
62173,2025-09-12T06:44:06Z,97,10408,3829,1
62172,2025-09-12T05:14:07Z,551,0,40,1
62171,2025-09-12T05:07:53Z,,,,0
62168,2025-09-12T03:07:28Z,100,,,0
62167,2025-09-12T03:01:36Z,108,,,0
62166,2025-09-12T02:42:27Z,129,,,0
62165,2025-09-12T02:18:19Z,155,,,0
62163,2025-09-12T00:25:55Z,489,0,164,1
62162,2025-09-12T00:00:46Z,384,0,107,1
62161,2025-09-11T23:37:45Z,18093,10534,7887,1
62160,2025-09-11T20:54:22Z,425,17677,2876,1
62159,2025-09-11T19:18:48Z,16,25,40,1
62158,2025-09-11T18:46:39Z,4,0,817,1
62156,2025-09-11T16:53:49Z,131,0,64,1
62155,2025-09-11T16:38:09Z,,,,0
62154,2025-09-11T15:25:45Z,36,0,8,1
62153,2025-09-11T11:35:29Z,24,163,,0
62150,2025-09-11T07:55:20Z,1963,14500,16,1
62149,2025-09-11T03:52:24Z,,,,0
62148,2025-09-10T21:32:16Z,1521,0,39,1
62146,2025-09-10T21:22:21Z,,,,0
62145,2025-09-10T18:19:24Z,77,0,1,1
62143,2025-09-10T15:28:10Z,6,77,297,1
62142,2025-09-10T14:55:14Z,23,0,14,1
62141,2025-09-10T14:33:12Z,15,0,112,1
62140,2025-09-10T13:52:08Z,41,0,,0
62137,2025-09-10T13:17:10Z,1627,0,1040,1
62136,2025-09-10T13:06:04Z,1316,261,1101,1
62134,2025-09-10T12:22:55Z,20,0,39,1
62132,2025-09-10T11:29:26Z,42,6249,10809,1
62131,2025-09-10T11:01:52Z,3091,19049,707,1
62130,2025-09-10T11:00:38Z,18,,,0
62129,2025-09-10T10:50:58Z,30,6301,11060,1
62128,2025-09-10T10:37:48Z,1159,17512,363,1
62127,2025-09-10T09:47:48Z,,,,0
62126,2025-09-10T09:00:24Z,32,0,285,1
62125,2025-09-10T08:32:56Z,,,,0
62124,2025-09-10T08:16:46Z,5,0,91,1
62122,2025-09-10T08:07:14Z,,,,0
62121,2025-09-10T07:53:38Z,10459,11048,818,1
62120,2025-09-10T07:43:09Z,135,0,343,1
62118,2025-09-10T06:43:27Z,477,9809,8907,1
62117,2025-09-10T05:56:06Z,525,6101,16735,1
62116,2025-09-10T01:05:10Z,2258,120,6320,1
62115,2025-09-09T22:54:01Z,,,,0
62114,2025-09-09T22:45:48Z,185,0,34,1
62112,2025-09-09T17:09:27Z,,,,0
62111,2025-09-09T17:09:24Z,3,0,38,1
62108,2025-09-09T15:12:12Z,1408,7095,10295,1
62106,2025-09-09T15:05:20Z,7,0,26,1
62105,2025-09-09T15:04:53Z,29551,0,191,1
62104,2025-09-09T14:58:40Z,1146,0,214,1
62103,2025-09-09T14:40:42Z,63,0,248,1
62102,2025-09-09T14:26:32Z,3041,0,21146,1
62101,2025-09-09T14:24:02Z,,,,0
62100,2025-09-09T14:09:57Z,1060,38982,8751,1
62099,2025-09-09T13:02:35Z,2996,0,107,1
62098,2025-09-09T12:07:21Z,192,,,0
62095,2025-09-08T20:26:08Z,770,0,151,1
62093,2025-09-08T17:05:19Z,49,0,661,1
62092,2025-09-08T16:26:47Z,,,,0
62091,2025-09-08T16:11:02Z,61,0,35,1
62090,2025-09-08T16:00:49Z,1343,0,7,1
62089,2025-09-08T15:32:22Z,11459,0,3954,1
62088,2025-09-08T14:04:53Z,,,,0
62086,2025-09-08T12:27:55Z,4474,0,30,1
62085,2025-09-08T11:09:41Z,13418,0,23,1
62084,2025-09-08T09:54:36Z,2761,1843,1369,1
62083,2025-09-08T08:07:05Z,5553,74388,,0
62082,2025-09-08T08:00:30Z,,,,0
62081,2025-09-08T06:38:50Z,,,,1
62078,2025-09-08T02:01:11Z,26719,0,14593,1
62077,2025-09-08T01:09:03Z,158,0,137,1
62076,2025-09-08T00:35:04Z,336,0,319,1
62073,2025-09-07T15:33:07Z,78,0,1056,1
62072,2025-09-07T12:38:26Z,257,0,1140,1
62071,2025-09-07T12:37:44Z,,,,0
62070,2025-09-07T12:16:50Z,,,,0
62069,2025-09-07T09:06:02Z,475,0,4617,1
62068,2025-09-07T08:43:00Z,,,,0
62067,2025-09-07T00:43:26Z,365,605,12982,1
62066,2025-09-06T21:12:26Z,,,,0
62063,2025-09-06T03:27:03Z,45472,,,0
62062,2025-09-06T00:13:31Z,415,0,158,1
62061,2025-09-05T21:24:52Z,1333,0,719,1
62060,2025-09-05T20:48:21Z,,,,0
62059,2025-09-05T16:37:44Z,5,0,128,1
62058,2025-09-05T16:07:45Z,773,1,3153,1
62057,2025-09-05T12:25:36Z,,,,0
62056,2025-09-05T10:23:48Z,20,0,158,1
62055,2025-09-05T10:05:43Z,19352,4996,536,1
62054,2025-09-05T09:16:32Z,44,121,46,1
62053,2025-09-05T07:08:46Z,21,25933,10137,1
62051,2025-09-04T21:46:16Z,7060,920,11287,1
62050,2025-09-04T20:29:01Z,15481,0,0,1
62048,2025-09-04T20:07:06Z,55,5004,12101,1
62047,2025-09-04T17:02:47Z,65,0,720,1
62046,2025-09-04T16:26:12Z,9871,0,1116,1
62044,2025-09-04T10:09:03Z,32,0,7,1
62042,2025-09-04T09:19:09Z,42,0,121,1
62040,2025-09-04T04:30:41Z,243,693,797,1
62039,2025-09-04T01:28:03Z,2095,40879,7002,1
62038,2025-09-03T19:28:32Z,7,,,0
62037,2025-09-03T19:28:21Z,6,481,282,1
62036,2025-09-03T19:28:13Z,,,,0
62032,2025-09-03T16:01:30Z,43182,16013,4193,1
62031,2025-09-03T15:11:26Z,,,,0
62030,2025-09-03T14:42:31Z,,,,0
62029,2025-09-03T13:48:55Z,,,,0
62027,2025-09-03T11:59:34Z,82,0,121,1
62026,2025-09-03T10:02:18Z,11947,0,25665,1
62025,2025-09-03T08:35:49Z,75,0,208,1
62024,2025-09-03T06:52:44Z,,,,0
62022,2025-09-02T19:04:17Z,1462,0,999,1
62020,2025-09-02T17:30:54Z,6,0,783,1
62019,2025-09-02T16:09:43Z,3232,0,1162,1
62017,2025-09-02T15:54:03Z,11,0,59,1
62015,2025-09-02T14:34:48Z,,,,1
62014,2025-09-02T13:06:25Z,8924,0,3852,1
62012,2025-09-02T05:27:28Z,,,,0
62011,2025-09-01T21:42:49Z,862,0,1540,1
62009,2025-09-01T16:20:38Z,,,,0
62008,2025-09-01T13:40:25Z,,,,0
62007,2025-09-01T12:02:45Z,21497,0,10418,1
62006,2025-09-01T12:01:00Z,143,0,1436,1
62005,2025-09-01T08:34:24Z,,,,0
62004,2025-09-01T06:55:08Z,,,,0
62003,2025-09-01T05:14:59Z,,,,0
62002,2025-08-31T19:18:36Z,7087,0,47,1
62000,2025-08-31T13:14:06Z,566,0,344,1
61998,2025-08-31T10:52:23Z,,,,0
61997,2025-08-31T06:06:55Z,,,,0
61996,2025-08-30T22:49:46Z,10592,0,5637,1
61995,2025-08-30T19:21:55Z,,,,0
61994,2025-08-30T17:09:17Z,,,,0
61992,2025-08-30T13:56:40Z,8549,0,310,1
61991,2025-08-29T18:50:46Z,6936,53,75,1
61990,2025-08-29T16:48:15Z,,,,0
61989,2025-08-29T16:07:31Z,31,0,37,1
61988,2025-08-29T15:37:23Z,,,,0
61987,2025-08-29T12:37:01Z,,,,0
61986,2025-08-29T11:54:21Z,104,,,0
61985,2025-08-29T11:53:16Z,107,,,0
61984,2025-08-29T11:48:42Z,147,0,8,1
61983,2025-08-29T11:08:22Z,,,,0
61982,2025-08-29T10:18:42Z,13,0,1277,1
61980,2025-08-29T08:27:49Z,5,0,142,1
61978,2025-08-28T17:33:02Z,9,0,79,1
61977,2025-08-28T16:59:13Z,,,,0
61975,2025-08-28T14:06:50Z,589,0,5257,1
61974,2025-08-28T13:45:49Z,6896,39,1702,1
61973,2025-08-28T13:39:35Z,153,2539,420,1
61970,2025-08-28T00:34:55Z,,,,0
61968,2025-08-27T23:44:00Z,10620,0,200,1
61967,2025-08-27T20:56:20Z,,,,0
61966,2025-08-27T20:51:16Z,1625,0,1265,1
61965,2025-08-27T19:38:46Z,251,0,572,1
61963,2025-08-27T16:42:04Z,13023,0,682,1
61962,2025-08-27T15:30:05Z,20239,0,859,1
61961,2025-08-27T13:54:01Z,105,0,52,1
61960,2025-08-27T13:19:26Z,,,,0
61959,2025-08-27T13:17:36Z,1654,1286,157,1
61958,2025-08-27T12:27:00Z,4,0,13276,1
61957,2025-08-27T11:59:27Z,,,,0
61956,2025-08-27T11:54:02Z,,,,0
61955,2025-08-27T11:29:59Z,14,0,39,1
61952,2025-08-27T08:54:50Z,146,0,354,1
61951,2025-08-27T08:25:11Z,1626,0,1716,1
61950,2025-08-26T11:59:49Z,4465,5769,4589,1
61949,2025-08-25T14:55:39Z,,,,0
61947,2025-08-25T13:29:48Z,,,,0
61946,2025-08-25T13:01:32Z,96,2506,5828,1
61945,2025-08-25T12:42:48Z,,,,0
61944,2025-08-25T12:26:29Z,1360,0,294,1
61943,2025-08-25T12:10:00Z,,,,0
61942,2025-08-25T11:36:32Z,,,,0
61941,2025-08-25T10:16:39Z,,,,0
61939,2025-08-25T09:40:56Z,3322,0,81,1
61938,2025-08-25T08:09:42Z,66,0,139,1
61937,2025-08-25T05:05:06Z,115,0,3456,1
61936,2025-08-25T00:05:24Z,11206,2327,13477,1
61935,2025-08-24T23:31:53Z,12161,,,0
61934,2025-08-24T22:54:25Z,485,,,0
61933,2025-08-24T22:44:34Z,,,,0
61932,2025-08-24T20:57:58Z,69,0,669,1
61930,2025-08-24T19:13:19Z,,,,0
61927,2025-08-24T05:01:06Z,174,0,552,1
61925,2025-08-23T09:12:49Z,6064,0,180,1
61924,2025-08-23T08:24:15Z,44,,,0
61923,2025-08-23T06:20:51Z,16811,,,0
61922,2025-08-22T22:01:32Z,3577,0,296,1
61921,2025-08-22T20:38:20Z,5167,2789,2787,1
61920,2025-08-22T20:11:28Z,,,,0
61919,2025-08-22T18:46:02Z,,,,0
61918,2025-08-22T18:35:28Z,78179,,,0
61917,2025-08-22T18:28:42Z,6831,,,0
61916,2025-08-22T17:11:37Z,61,0,604,1
61915,2025-08-22T12:15:14Z,40061,0,1,1
61914,2025-08-22T09:02:34Z,,,,0
61913,2025-08-22T07:59:12Z,4429,0,129,1
