issue_id,issue_number,title,state,created_date,closed_date,contributors
I_kwDOAbrxp86HFK7N,44291,"I compare 0.72.5 and 0.74.0 react native android app size,0.74.0 is 50MB,And 0.72.5 is 21.7 MB.How to reduce 0.74.0 android app size?",CLOSED,2024-04-26T18:12:14Z,2024-04-30T10:36:55Z,
MDU6SXNzdWU2NTUzNzI3MzY=,29348,[Android] TextInput's padding is ignored when sibling suspends,CLOSED,2020-07-12T10:24:55Z,2025-04-29T05:14:28Z,
I_kwDOAbrxp86wr_yF,50438,React Native 0.76+ TextInput line break is broken on Android,OPEN,2025-04-01T18:57:51Z,,
I_kwDOAbrxp86bQN-d,47153,ListMetricsAggregator must be notified of list content layout before resolving offsets,OPEN,2024-10-22T08:43:15Z,,
I_kwDOAbrxp86kDGm1,48349,Impossible to use @react-native/assets-registry with Next.js (turbo & webpack build),CLOSED,2024-12-20T09:08:12Z,2025-01-02T20:25:55Z,
I_kwDOAbrxp86FOy4P,44014,TypeError: _reactNative.AccessibilityInfo.announceForAccessibilityWithOptions is not a function,OPEN,2024-04-10T10:22:44Z,,
I_kwDOAbrxp86sZAk-,49796,[Android] TalkBack announces the last text element of a Modal before the first,OPEN,2025-03-03T20:25:43Z,,
I_kwDOAbrxp86ygVTL,50716,Animation is 20x slower in New Architecture.,OPEN,2025-04-15T02:25:03Z,,
I_kwDOAbrxp86byZNC,47202,[iOS] libc++abi: terminating with uncaught exception of type std::runtime_error: Feature flags were accessed before being overridden: fuseboxEnabledRelease,CLOSED,2024-10-25T10:12:26Z,2024-12-04T14:54:57Z,
I_kwDOAbrxp860OisE,50956,Upgrade issue in android from 0.74.3 to 0.79.1.Error - Could not find androidx.appcompat:appcompat:27.1.1.,CLOSED,2025-04-28T05:04:03Z,2025-04-28T11:41:29Z,
I_kwDOAbrxp86TQLxf,46069,Error with GeneratePackageListTask when build for Android,CLOSED,2024-08-16T15:29:11Z,2024-08-19T15:30:33Z,
I_kwDOAbrxp86upBwr,50116,Parsing issue with eslint-plugin-import and @react-native/eslint-config,OPEN,2025-03-18T22:22:30Z,,
I_kwDOAbrxp860MMSl,50950,"Accessibility Regression (Android, 0.75.4): ScrollView causes entire layout to be focused by TalkBack",OPEN,2025-04-27T13:49:03Z,,
I_kwDOAbrxp86w8OtL,50460,Regression from PR #47458: Cannot install React Native from Git anymore,OPEN,2025-04-03T07:20:55Z,,
I_kwDOAbrxp86w_7bm,50474,Could not resolve all artifacts for configuration ':classpath'.    > Cannot resolve external dependency com.facebook.react:react-native-gradle-plugin because no repositories are defined,OPEN,2025-04-03T13:13:47Z,,
I_kwDOAbrxp86z07qy,50898,<Text> error,CLOSED,2025-04-24T11:49:49Z,2025-04-25T14:49:13Z,
I_kwDOAbrxp86CrQAR,43527,PhaseScriptExecution [CP-User]\ Generate\ Specs..in target 'React-rncore' from project 'Pods',OPEN,2024-03-18T14:27:17Z,,
I_kwDOAbrxp86MuabL,45054,Need support for 16KB page size on Android,CLOSED,2024-06-19T00:43:00Z,2025-02-06T06:20:30Z,
I_kwDOAbrxp860Ls4x,50949,The includeFontPadding property of the Text component  Error,CLOSED,2025-04-27T09:43:20Z,2025-04-27T09:43:37Z,
I_kwDOAbrxp86nDeIj,48822,"ScrollView as child of Modal no longer scrollable on first mount/modal opening, RN >= 0.76, Android only, old-arch only",OPEN,2025-01-21T20:04:11Z,,
I_kwDOAbrxp860JCrD,50944,Scrolling Freezes when CAMetalLayer is offscreen in iOS Simulator,CLOSED,2025-04-26T20:02:50Z,2025-04-27T07:04:46Z,
I_kwDOAbrxp86mzLUi,48789,"A problem occurred evaluating settings 'android'. > Parameter specified as non-null is null: method kotlin.text.Regex.replace, parameter input",OPEN,2025-01-20T07:34:23Z,,
MDU6SXNzdWU3MjEzMTkxNDI=,30171,Changing onViewableItemsChanged on the fly is not supported,OPEN,2020-10-14T10:01:02Z,,
I_kwDOAbrxp85yIrDN,39692,Unable to create new RN 0.72 project with Node 16,CLOSED,2023-09-27T07:28:46Z,2023-09-27T20:58:36Z,
I_kwDOAbrxp86pulMp,49347,"""could not build module"" errors on Xcode 16.2, react native 0.76.6",CLOSED,2025-02-12T08:48:20Z,2025-02-24T09:42:40Z,
I_kwDOAbrxp8562k-R,42111,Command PhaseScriptExecution failed with a nonzero exit code,CLOSED,2023-12-31T17:36:25Z,2024-04-16T08:54:06Z,
I_kwDOAbrxp85SR01y,34745,Native crash SIGSEGV: Segfault   __kernel_rt_sigreturn,CLOSED,2022-09-21T06:38:30Z,2025-04-26T05:14:23Z,
I_kwDOAbrxp86a1gOg,47123,Framework 'CoreModules' not found in Xcode 16.0 after making Podfile changes to support Firebase SDK,CLOSED,2024-10-18T14:37:27Z,2024-10-21T21:13:18Z,
I_kwDOAbrxp86xpnU0,50572,[Android][borderColor]: Using transparent border colors is broken on android,CLOSED,2025-04-08T17:24:37Z,2025-04-25T20:20:00Z,
I_kwDOAbrxp86jPZ5F,48264,Textinput Issue,OPEN,2024-12-13T16:08:48Z,,
I_kwDOAbrxp86xkkUm,50544,ShadowTree can't update fontWeight as a number,CLOSED,2025-04-08T09:19:22Z,2025-04-25T13:55:19Z,
I_kwDOAbrxp85ev6I5,36198,Could not determine the dependencies of task ':app:compileDevelopmentDebugJavaWithJavac'.,CLOSED,2023-02-17T16:23:26Z,2023-02-20T12:17:31Z,
I_kwDOAbrxp86uktxh,50102,Double reload causes fatal race conditions for TurboModules,CLOSED,2025-03-18T15:07:48Z,2025-04-23T15:26:32Z,
I_kwDOAbrxp86x5fxr,50617,"iOS build fails with ""_main"" undefined for architecture x86_64 after upgrading to React Native 0.78",CLOSED,2025-04-10T06:47:31Z,2025-04-10T13:47:21Z,
I_kwDOAbrxp85JXfFV,33798,Fresco 2.6 - React native app upgrade showing icons misplaced in android,CLOSED,2022-05-10T09:43:30Z,2024-07-23T05:01:09Z,
I_kwDOAbrxp86z3qSm,50904,Text truncates inconsistently on Android,CLOSED,2025-04-24T15:47:40Z,2025-04-24T19:43:22Z,
I_kwDOAbrxp86mpCWo,48762,fetch does not work with the android content:// uri scheme,CLOSED,2025-01-17T15:45:47Z,2025-04-24T19:43:08Z,
I_kwDOAbrxp86z2cLl,50902,"java.lang.UnsatisfiedLinkError: dlopen failed: library ""librninstance.so"" not found",CLOSED,2025-04-24T13:57:39Z,2025-04-24T18:14:40Z,
I_kwDOAbrxp86y69zb,50778,Support headers [crossOrigin and referralPolicy] in Image without src and srcSet and only remote source.uri,CLOSED,2025-04-17T08:26:25Z,2025-04-24T18:14:28Z,
I_kwDOAbrxp86gkH7j,47947,Bug: startTransition is causing TypeError when used directly from react,OPEN,2024-11-26T09:10:27Z,,
MDU6SXNzdWU3MzI1Mzk4MDI=,30277,Android ReactActivity Destroy Prevents Successful OnActivityResult Calls,OPEN,2020-10-29T18:07:17Z,,
I_kwDOAbrxp86x72lq,50621,React Native 0.79 iOS regression for RCTWindowFrameDidChangeNotification,CLOSED,2025-04-10T10:48:51Z,2025-04-24T14:11:45Z,
I_kwDOAbrxp8506H6f,41185,[android] Unable to add window -- token null is not valid; is your activity running? in Debug ,OPEN,2023-10-25T13:11:39Z,,
I_kwDOAbrxp86yjZ5h,50721,IOS: Textinput Securetextentry behavior,CLOSED,2025-04-15T08:34:48Z,2025-04-15T12:33:30Z,
I_kwDOAbrxp86yWZPF,50697,[iOS][Hermes] TurboModuleRegistry.getEnforcing('RNMapsAirModule') error – module not registered in native binary,CLOSED,2025-04-14T07:57:57Z,2025-04-14T15:33:27Z,
I_kwDOAbrxp86rXJ_V,49630,React Native Bridging Issue with Version 0.77.0,CLOSED,2025-02-24T13:28:46Z,2025-02-24T15:11:11Z,
I_kwDOAbrxp86ykQMw,50725,Issue after upgrading React Native from 0.73.9 to 0.78.2,CLOSED,2025-04-15T09:50:10Z,2025-04-24T14:15:18Z,
I_kwDOAbrxp86ysR3l,50747,Output of URL.toString doesn't match Node/Chromium,OPEN,2025-04-16T00:10:15Z,,
I_kwDOAbrxp86nH7gZ,48846,network request failed for some users,OPEN,2025-01-22T09:35:21Z,,
I_kwDOAbrxp86qyeML,49548,React Native 0.78.0 cannot run the iOS simulator properly.,CLOSED,2025-02-20T07:52:02Z,2025-02-20T10:30:06Z,
I_kwDOAbrxp86er7bT,47635,"[0.76] AccessibilityValue in View throws exception: ""Exception in HostFunction: Loss of precision during arithmetic conversion: (long) "" ",OPEN,2024-11-15T15:31:28Z,,
I_kwDOAbrxp86A7HmT,43266,Accessibility roles 'radio' & 'checkbox' not announced by screenreader on ios since 0.73.0,OPEN,2024-03-01T09:29:41Z,,
I_kwDOAbrxp86scnam,49801,React Native Debugger Issue in Android,CLOSED,2025-03-04T07:04:17Z,2025-03-04T12:14:18Z,
I_kwDOAbrxp86zlp_Z,50859,Incorrect lines in onTextLayout when using textAlign: 'justify' in Android,CLOSED,2025-04-23T07:30:48Z,2025-04-24T08:22:39Z,
MDU6SXNzdWU4NDI1ODMyNTA=,31259,iOS Build Error with react-native version - 0.64.0,CLOSED,2021-03-27T19:13:03Z,2024-02-05T05:13:41Z,
I_kwDOAbrxp86QyQ9e,45660,Issue with Top Padding in Text Component on Android (includeFontPadding : false not working🥹),OPEN,2024-07-25T06:03:02Z,,
I_kwDOAbrxp85mwI8V,37549,typeerror: Property value expected type of string but got null,CLOSED,2023-05-24T12:39:47Z,2023-05-26T08:29:15Z,
I_kwDOAbrxp86s7Wjl,49872,Hermes Framework Version Metadata Inconsistency,OPEN,2025-03-06T16:42:00Z,,
I_kwDOAbrxp857l3Zi,42221,Build target hermes-engine: Command PhaseScriptExecution failed with a nonzero exit code,CLOSED,2024-01-10T03:39:17Z,2024-01-10T09:27:03Z,
I_kwDOAbrxp85e2EFh,36212,"On Android API 31, PermissionsAndroid.request(POST_NOTIFICATIONS) always returns never_ask_again",CLOSED,2023-02-20T06:30:25Z,2024-02-08T05:23:54Z,
MDU6SXNzdWU2NzY2MTczNjc=,29614,KeyboardAvoidingView mistakingly adds white space on screen bottom after being untangled,OPEN,2020-08-11T06:24:09Z,,
I_kwDOAbrxp86jo2Lx,48311,[New Arch] RTL to LTR of vise versa Layout Direction Change Requires App Termination to Apply,CLOSED,2024-12-17T14:04:13Z,2025-02-21T11:23:32Z,
I_kwDOAbrxp86otzC7,49173,No script URL provided. Make sure the packager is running or you have embedded a JS bundle in your application bundle.,CLOSED,2025-02-04T15:21:15Z,2025-02-17T14:39:41Z,
I_kwDOAbrxp85DwvYL,33102,Hot reloading not working,CLOSED,2022-02-14T06:46:27Z,2024-02-01T10:01:59Z,
MDU6SXNzdWU4MzcwODE2MjY=,31203,"Gradle fails with Cannot run program ""node"" (in directory ""...""): error=2, No such file or directory",CLOSED,2021-03-21T13:44:08Z,2022-06-21T21:23:12Z,
I_kwDOAbrxp86t6Ax2,50015,AbortSignal/AbortController doesn't work,OPEN,2025-03-13T15:57:27Z,,
I_kwDOAbrxp86zosOG,50869,"Can't Build project on iOS 15, throws ""RCT_ENABLE_INSPECTOR needs to be set to fulfill RCT_REMOTE_PROFILE""",CLOSED,2025-04-23T12:09:04Z,2025-04-23T12:20:09Z,
I_kwDOAbrxp86u3xVm,50151,React-Codegen PhaseScriptExecution Failure on iOS Build,CLOSED,2025-03-20T02:49:23Z,2025-04-23T12:06:51Z,
I_kwDOAbrxp86zoIFO,50866,ios build error,CLOSED,2025-04-23T11:10:07Z,2025-04-23T11:48:52Z,
I_kwDOAbrxp86zbFW4,50839,ScrollView with centerContent={true} is not working properly,OPEN,2025-04-22T07:41:19Z,,
I_kwDOAbrxp86jNMfC,48256,0.75.4 - Android 15 for StatusBarModule (EdgeToEdge),OPEN,2024-12-13T11:10:29Z,,
I_kwDOAbrxp86zIBUo,50804,npm run android error,CLOSED,2025-04-18T15:54:15Z,2025-04-23T10:48:47Z,
I_kwDOAbrxp86zkzBc,50857,Not able to install Pods,CLOSED,2025-04-23T05:50:08Z,2025-04-23T10:08:03Z,
I_kwDOAbrxp85rME95,38282,Unable to resolve module missing-asset-registry-path,CLOSED,2023-07-11T07:45:14Z,2023-07-11T11:20:22Z,
I_kwDOAbrxp86t3wag,50010,[Android][Old Architecture] selectable property does not work on <Text> Component for RN >=0.77.x,CLOSED,2025-03-13T12:59:11Z,2025-04-23T09:25:10Z,
I_kwDOAbrxp86vd2m7,50226,Incorrect lines in onTextLayout when using textAlign: 'justify' in Android,CLOSED,2025-03-24T16:39:10Z,2025-04-23T07:31:01Z,
I_kwDOAbrxp86vnSp4,50243,Unable to create new ReactRootView/RCTRootView when bridgeless is enabled,CLOSED,2025-03-25T12:07:25Z,2025-03-25T12:26:11Z,
I_kwDOAbrxp86y2GP7,50767,ERROR TypeError: Network request failed for android,CLOSED,2025-04-16T19:15:25Z,2025-04-23T06:14:34Z,
I_kwDOAbrxp85GX31n,33498,Image.getSize not returning correct image dimension from url,CLOSED,2022-03-25T11:13:31Z,2024-03-13T05:30:57Z,
I_kwDOAbrxp86zj4b2,50856,'jsinspector-modern/ReactCdp.h' file not found + 1 iOS build error,CLOSED,2025-04-23T02:31:36Z,2025-04-23T02:47:06Z,
I_kwDOAbrxp85hoHDF,36611,RCTAppDelegate.h file not found,CLOSED,2023-03-23T16:50:40Z,2023-10-14T13:20:00Z,
I_kwDOAbrxp86qFNus,49428,> Task :react-native-webview:generateCodegenSchemaFromJavaScript FAILED.        Error comes for all packages. help me for fix this error,CLOSED,2025-02-14T11:55:52Z,2025-02-14T13:18:24Z,
I_kwDOAbrxp86zSNUn,50820,State Updates Not Reflected in PIP Mode with New Architecture enabled,CLOSED,2025-04-21T08:27:59Z,2025-04-22T16:07:54Z,
I_kwDOAbrxp849_qVp,32504,Modal make iOS app freeze when visible ,CLOSED,2021-10-30T09:27:18Z,2024-06-12T05:01:04Z,
I_kwDOAbrxp86zO3ds,50817,`Invalid prop onLayout supplied to React.Fragment` with ListEmptyComponent of VirtualizedList (& FlatList),CLOSED,2025-04-20T13:22:02Z,2025-04-22T14:09:44Z,
I_kwDOAbrxp86zUJ_Q,50821,reify:react-native: timing reifyNode:node_modules/@react-native/community-cli-plugin/node_modules/@react-native/debugger-frontend Completed in 23947ms,OPEN,2025-04-21T13:20:40Z,,
I_kwDOAbrxp86r7YQm,49719,Listeners are not fired on combined Animated values using Animated operators,OPEN,2025-02-27T13:04:04Z,,
I_kwDOAbrxp86r6jG-,49715,"React Native [0.77.1]: ""-[RCTView setType:]: unrecognized selector sent to instance 0x115619f60""",CLOSED,2025-02-27T11:35:38Z,2025-03-31T05:01:15Z,
I_kwDOAbrxp86y_7Z7,50789,"SceneView crashes with ""Element type is invalid"" when component is passed correctly (React Native 0.79)",OPEN,2025-04-17T17:42:56Z,,
I_kwDOAbrxp86yzEA7,50761,"Require , Global and Stack are not available",OPEN,2025-04-16T13:51:00Z,,
I_kwDOAbrxp86oqMG0,49158,"[0.77][Android] Memory Profiling not working, causing dev tools to disconnect",OPEN,2025-02-04T09:44:19Z,,
I_kwDOAbrxp86yz5hr,50763,<Text /> loss the last line in some lineHeight,OPEN,2025-04-16T15:06:15Z,,
I_kwDOAbrxp85apUaM,35779,RefreshControl refresh indicator is not shown on iOS,OPEN,2023-01-05T13:50:20Z,,
I_kwDOAbrxp86dbTm3,47490,Performance Issues with React Native Bridgeless Architecture,OPEN,2024-11-07T14:25:34Z,,
I_kwDOAbrxp86ymLXe,50731,Nested Text Android Spans recreated on every render,OPEN,2025-04-15T13:00:32Z,,
I_kwDOAbrxp86u50yV,50165,Test cases failing after upgrading to RN version 0.78,CLOSED,2025-03-20T07:35:10Z,2025-04-22T05:01:13Z,
I_kwDOAbrxp86y7ELL,50779,showsVerticalScrollIndicator  Prop missing in SetProp for ScrollView,CLOSED,2025-04-17T08:38:11Z,2025-04-21T23:32:11Z,
I_kwDOAbrxp85g-ux9,36494,TextInput onChangeText called automatically for maxLength and multiline,CLOSED,2023-03-16T09:34:31Z,2023-04-18T12:45:26Z,
I_kwDOAbrxp86y4ebJ,50775,Initially setting transform scale to a value other than 1 causes boxShadow to not match it's View's layout,CLOSED,2025-04-17T01:36:25Z,2025-04-21T19:38:32Z,
I_kwDOAbrxp85SHTTy,34722,"When one border of View is transparent, all borders are not displayed",CLOSED,2022-09-19T09:12:27Z,2023-12-27T05:50:48Z,
I_kwDOAbrxp855Ocd0,41872,'optional' file not found,CLOSED,2023-12-09T12:24:57Z,2024-06-27T16:25:21Z,
I_kwDOAbrxp859LGUU,42654,'RCTAppDelegate.h' file not found on IOS ,CLOSED,2024-01-25T10:27:21Z,2024-02-01T05:05:06Z,
I_kwDOAbrxp86J3cts,44657,Network Error when send file with formData(axios or fetch) on Android. Works fine on IOS.,OPEN,2024-05-23T14:02:02Z,,
I_kwDOAbrxp86wE3zo,50331,local filesystem images not rendered by Image component in RN 79-rc.3,CLOSED,2025-03-27T18:27:35Z,2025-04-21T06:11:43Z,
I_kwDOAbrxp85CBfKN,32918,borderStyle: 'dashed' doesn't work correctly,OPEN,2022-01-19T06:08:58Z,,
I_kwDOAbrxp85Hcbc-,33602,Enabling TurboModule and Fabric in React Native 0.68 leads to lot of error,CLOSED,2022-04-09T14:27:15Z,2022-06-24T09:27:32Z,
I_kwDOAbrxp85V4Up7,35263,☂️ npm packages for react-native-web,OPEN,2022-11-08T20:03:44Z,,
MDU6SXNzdWU2ODI3ODE3OTI=,29712,.measure returns undefined on Android unless collapsable=false or onLayout are specified,OPEN,2020-08-20T14:53:03Z,,
I_kwDOAbrxp86zMAaU,50814,"npm run android stuck at ""Evaluating settings..."" — Gradle Daemon hangs during build on first run",OPEN,2025-04-19T04:42:39Z,,
I_kwDOAbrxp86zMQrt,50815,Cannot open React Native DevTools,CLOSED,2025-04-19T09:53:54Z,2025-04-19T10:47:59Z,
I_kwDOAbrxp86efrDO,47611, import org.gradle.configurationcache.extensions.serviceOf     ^ Unresolved reference: serviceOf,CLOSED,2024-11-14T15:01:22Z,2024-11-28T18:19:54Z,
I_kwDOAbrxp85wzItE,39411,Keyboard Flickering on TextInput with secureTextEntry,CLOSED,2023-09-12T12:49:38Z,2023-10-03T13:18:12Z,
MDU6SXNzdWU5MzA3ODE2NTY=,31778,textInput and other components inside InputAccessoryView do not show on initial rendering ,CLOSED,2021-06-26T19:39:57Z,2023-12-05T09:47:54Z,
I_kwDOAbrxp85GG77E,33462,pod install fails (not M1) — 401 when installing Boost,CLOSED,2022-03-22T03:39:36Z,2022-06-01T14:54:28Z,
MDU6SXNzdWUzMDMzNzgxMjI=,18266,Rotate transform not working well on View with borderRadius,OPEN,2018-03-08T07:08:58Z,,
I_kwDOAbrxp86lCd0R,48493,Dev app crashes when switching color scheme while Text element with DynamicColorIOS is used,OPEN,2025-01-04T15:13:53Z,,
I_kwDOAbrxp86rthhm,49684,Bridgeless idleCallbacks do not return correct handle,CLOSED,2025-02-26T09:17:01Z,2025-04-18T05:14:22Z,
I_kwDOAbrxp86sBIPL,49739,"""EarlyJsError: Property 'setImmediate' doesn't exist"" after upgrading to v0.77",OPEN,2025-02-28T01:40:44Z,,
I_kwDOAbrxp85Y9mIx,35618,Compiling JS failed: 28252:33:'{' expected in function expression Buffer size 5748458 starts with: 766172205f5f42554e444c455f535441,CLOSED,2022-12-12T18:57:15Z,2024-11-17T05:01:15Z,
I_kwDOAbrxp86QpvTE,45636,"createBundleReleaseJsAndAssets\index.android.bundle:1322:18: warning: the variable ""DebuggerInternal"" was not declared in function ""__shouldPauseOnThrow""  typeof DebuggerInternal !== 'undefined'",OPEN,2024-07-24T07:58:59Z,,
I_kwDOAbrxp85ec3aJ,36153,[iOS/iPadOS] - Modal `supportedOrientations` are explicitly required ,CLOSED,2023-02-14T18:17:14Z,2023-08-22T05:23:09Z,
I_kwDOAbrxp86K5jns,44755,Reloading a dev app rapidly crashes the app,CLOSED,2024-06-03T07:06:01Z,2024-10-31T16:34:01Z,
I_kwDOAbrxp85WI66_,35310,Keyboard Focus Stuck in Hidden View - Unable to Navigate Using Tab/Shift+Arrow Keys,CLOSED,2022-11-11T09:17:00Z,2023-12-02T05:13:18Z,
I_kwDOAbrxp85mhAhV,37518,(Android) getCurrentActivity() sometimes returns null inside ReactContextBaseJavaModule.getConstants(),OPEN,2023-05-22T15:29:34Z,,
I_kwDOAbrxp86qnNXv,49510,App crashes on android only with signed apk on specific devices,OPEN,2025-02-19T07:07:42Z,,
MDU6SXNzdWU1MDMxODQxMTI=,26739,Placeholder property included in TextInput Componenent prevents accessibilityLabel and accessibiltyHint from being read by screenreader,CLOSED,2019-10-07T00:33:15Z,2024-02-20T05:01:10Z,
I_kwDOAbrxp86y62US,50777,Support headers [crossOrigin and referralPolicy] in Image without src and srcSet and only remote source.uri,CLOSED,2025-04-17T08:12:07Z,2025-04-17T08:12:24Z,
I_kwDOAbrxp86URT5Y,46217,`Text` Components Positioned with bottom: 0 Gets Hidden Behind Navigation Bar on Android Devices,CLOSED,2024-08-26T19:07:52Z,2024-08-31T12:54:13Z,
I_kwDOAbrxp86xwcQa,50583,Support Alpha Channel in HWB Color for React Native 0.79.0,CLOSED,2025-04-09T09:53:41Z,2025-04-16T22:50:45Z,
I_kwDOAbrxp85FmsVg,33419,[Android] Tapping selectable text inside a ScrollView can cause the ScrollView to jump to the top under some circumstances,OPEN,2022-03-14T01:24:23Z,,
I_kwDOAbrxp85DFyx2,33059,textContentType ={'oneTimeCode'} not working in iOS,CLOSED,2022-02-07T07:04:58Z,2024-04-16T05:40:50Z,
I_kwDOAbrxp86jmtiR,48305,Modal is covering Element inspector,CLOSED,2024-12-17T12:40:05Z,2025-04-17T05:14:24Z,
I_kwDOAbrxp86N3-VQ,45217,Memory Leak with latest React Native Integrated App on v0.74.2,OPEN,2024-06-28T11:54:20Z,,
I_kwDOAbrxp86yqh7a,50740,wrong prop returnKeyType of TextInput gonna crash iOS app (Runtime),CLOSED,2025-04-15T20:09:18Z,2025-04-17T00:19:51Z,
I_kwDOAbrxp86MpP_C,45029,0.74.2: RCTDeprecation/RCTDeprecation.h file not found,CLOSED,2024-06-18T11:26:36Z,2024-07-10T14:38:44Z,
MDU6SXNzdWUyNDQyMjIzMjE=,15114,Oppo A77 - Some texts gets cut-off,OPEN,2017-07-20T01:48:11Z,,
I_kwDOAbrxp86ywVAp,50755,Issue after upgrading React Native from 0.73.8 to 0.79.0,CLOSED,2025-04-16T09:19:09Z,2025-04-16T14:34:03Z,
I_kwDOAbrxp86yxOa7,50758,How to get root view (AppDelegate.swift)?,CLOSED,2025-04-16T10:46:59Z,2025-04-16T14:29:17Z,
I_kwDOAbrxp86yxfgE,50759,[Android][0.79] TurboModuleRegistry.getEnforcing('RNMapsAirModule') error – module not registered in native binary,CLOSED,2025-04-16T11:16:02Z,2025-04-16T14:25:23Z,
I_kwDOAbrxp86sPqzF,49773,[Android] Multiline TextInput not scaling until you enter a character in a new line,OPEN,2025-03-02T21:05:08Z,,
I_kwDOAbrxp86yomME,50736,React native 0.79.0 'initialProps' does not exist on 'AppDelegate',CLOSED,2025-04-15T16:25:50Z,2025-04-16T09:30:35Z,
I_kwDOAbrxp86qUIKC,49459,Fontsize changing only once with systems settings in Android 15,OPEN,2025-02-17T10:21:02Z,,
I_kwDOAbrxp86DZFUP,43636,"TypeError: Error.stack getter called with an invalid receiver, js engine: hermes",OPEN,2024-03-24T14:54:50Z,,
I_kwDOAbrxp86x81I-,50622,Events not working in 0.79.0,OPEN,2025-04-10T12:31:33Z,,
I_kwDOAbrxp85VEFeK,35119,"Error while updating property 'accessibilityState' of a view managed by : RCTView , null ,   Value of disabled cannot be cast from ReadableNativeMap to Boolean",CLOSED,2022-10-28T11:40:50Z,2023-08-02T05:40:46Z,
I_kwDOAbrxp86Dwf6S,43674,java.lang.NullPointerException: Attempt to invoke virtual method 'android.graphics.drawable.Drawable android.graphics.drawable.Drawable$ConstantState.newDrawable(android.content.res.Resources)' on a null object reference,CLOSED,2024-03-27T11:16:51Z,2024-04-28T05:13:38Z,
I_kwDOAbrxp85fWgNl,36293,"""No matching function for call to 'RCTAppSetupPrepareApp'"" and ""No matching function for call to 'RCTAppSetupDefaultRootView'"" errors when building project in Xcode",CLOSED,2023-02-25T15:01:24Z,2023-11-17T05:30:51Z,
I_kwDOAbrxp86W7ncb,46552,error unknown option `--config-cmd',CLOSED,2024-09-17T21:40:37Z,2025-04-03T05:14:17Z,
I_kwDOAbrxp85iyJdU,36831,Text component adds a linebreak when string content is equal to width of component,CLOSED,2023-04-06T12:14:50Z,2023-10-11T05:01:07Z,
I_kwDOAbrxp86RNnlr,45801,Keyboard accessibility issues on Android (TextInput but also beyond),OPEN,2024-07-29T20:14:50Z,,
I_kwDOAbrxp86yS4PK,50692,Text input padding,OPEN,2025-04-13T14:32:43Z,,
I_kwDOAbrxp86ylXVt,50728,Keyboard Avoiding View Layout Problem on Orientation Change,OPEN,2025-04-15T11:43:12Z,,
I_kwDOAbrxp86yOI1s,50675,Missing npm stable tags,CLOSED,2025-04-12T01:22:43Z,2025-04-15T11:13:50Z,
I_kwDOAbrxp86hClQT,48001,Cocoapods-art Installation gives : Unable to find a specification for `SocketRocket (= 0.7.1)` depended upon by `React-Core`,OPEN,2024-11-28T11:16:50Z,,
I_kwDOAbrxp86yi9QP,50719,XCode build,CLOSED,2025-04-15T07:51:05Z,2025-04-15T07:51:19Z,
I_kwDOAbrxp85txe8l,38853,"Plugin [id: 'org.jetbrains.kotlin.jvm', version: '1.7.22'] was not found in new CLI generated project",CLOSED,2023-08-08T17:02:34Z,2023-08-09T14:59:37Z,
I_kwDOAbrxp86oiA2B,49128,Shadows are causing fps drops during animations on IOS,CLOSED,2025-02-03T13:14:54Z,2025-04-14T18:10:07Z,
I_kwDOAbrxp86yKv1s,50667,"[0.79.0] Unsupported top level event type ""topTap"" dispatched",CLOSED,2025-04-11T16:36:08Z,2025-04-14T16:12:04Z,
I_kwDOAbrxp86Rie79,45857,[iOS] increasing font scale (content size catgory) breaks text,CLOSED,2024-08-01T07:46:36Z,2025-04-14T16:00:10Z,
I_kwDOAbrxp86yTEn0,50694,TurboModuleRegistry.getEnforcing(...): 'PlatformConstants' could not be found,CLOSED,2025-04-13T16:18:10Z,2025-04-14T15:21:17Z,
I_kwDOAbrxp86wmXAy,50423,Edge-to-Edge Rendering Issue on Android 15 in React Native,CLOSED,2025-04-01T09:22:45Z,2025-04-03T08:48:15Z,
I_kwDOAbrxp86yF0zb,50641,Synchronizing selection of TextInput from onSelectionChange causes cursor to jump,CLOSED,2025-04-11T07:56:17Z,2025-04-14T12:52:09Z,
I_kwDOAbrxp86vcqkO,50217,iOS: Memory leak when using NotoNastaliqUrdu font with lineHeight and fixed height,OPEN,2025-03-24T14:54:16Z,,
I_kwDOAbrxp86yP2vN,50677,sss,CLOSED,2025-04-12T14:25:20Z,2025-04-14T07:26:49Z,
I_kwDOAbrxp85FC2kJ,33217,[Only Android] fetch Error : [Network request failed],CLOSED,2022-03-03T12:54:43Z,2025-04-14T05:14:30Z,
I_kwDOAbrxp86Y17YS,46813,[Android] Content jump in multiline `TextInput` when adding/removing line of text due to delayed layout update happening after content update,OPEN,2024-10-03T14:53:27Z,,
MDU6SXNzdWU0NTUyNTg5MjM=,25239,FlatList automatically scrolls after adding new items,OPEN,2019-06-12T14:49:15Z,,
I_kwDOAbrxp86Hm1MX,44386,[0.74] npx react-native init should warn users but it's currently not,CLOSED,2024-05-02T10:02:09Z,2025-01-02T12:32:14Z,
MDU6SXNzdWU4NzI1MzAyMjE=,31461,Starting from 0.64.0 `RefreshControl` causes an unwanted visual jump in the list content when the `refreshing` prop goes from `true` to `false`,OPEN,2021-04-30T13:40:28Z,,
I_kwDOAbrxp86pt6MU,49346,App is crashing after upgrading react native version 0.63 to 0.75.3,OPEN,2025-02-12T07:18:04Z,,
